Order ID,Vendor ID,Pickup Address,HubCN ID,Plan_Vendor_Pickup Time,Vendor_PickupTime
LECVN021335497813,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/26/2022 10:50,3/29/2022 12:49
LECVN020715711803,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/28/2022 21:04,3/29/2022 17:11
LECVN029731471873,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 5:11,3/26/2022 21:21
LECVN022095527824,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/27/2022 20:34,3/30/2022 16:16
LECVN024970010553,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/29/2022 8:55,4/1/2022 0:51
LECVN027187495713,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/26/2022 13:54,3/26/2022 18:58
LECVN020718271083,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/27/2022 16:45,3/29/2022 3:43
LECVN027977276113,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/28/2022 8:39,4/1/2022 3:41
LECVN026012437963,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/27/2022 9:35,3/29/2022 11:23
LECVN024930889753,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 6:38,3/29/2022 18:39
LECVN023934320483,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/25/2022 10:01,3/29/2022 2:53
LECVN027322715084,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/24/2022 20:07,3/29/2022 11:45
LECVN025617288333,CN98923,"2/F,Gongren Nor.rd. yiwu city",LECCNYW,3/26/2022 20:16,3/29/2022 17:09
LECVN029117906854,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/25/2022 17:23,3/28/2022 15:22
LECVN022717634544,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 10:33,3/29/2022 18:17
LECVN025646202153,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/26/2022 21:22,3/29/2022 3:20
LECVN022419440134,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 5:38,3/30/2022 11:35
LECVN022632427513,CN34679,"No.496,Chengdian South Road,Yiwu city,Zhejiang Province,China. Yiwu city CN",LECCNYW,3/29/2022 23:42,4/1/2022 2:47
LECVN025222039884,CN69053,"5 F., NO.238 XUEFENG XI ROAD,YIWU CITY",LECCNYW,3/30/2022 14:20,4/1/2022 3:27
LECVN024605202404,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/27/2022 20:35,4/1/2022 2:41
LECVN025420987793,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 8:57,3/29/2022 2:55
LECVN020041110164,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 15:35,3/30/2022 8:54
LECVN028723912673,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/29/2022 2:38,3/31/2022 18:12
LECVN029055965324,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 20:52,3/29/2022 16:42
LECVN024672980793,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/27/2022 18:15,3/30/2022 11:20
LECVN022117041513,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/30/2022 11:43,4/1/2022 10:31
LECVN026874891093,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 23:39,3/30/2022 17:38
LECVN022261848664,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/26/2022 9:28,3/29/2022 1:58
LECVN021579900404,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 20:58,4/1/2022 8:40
LECVN023794471433,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 10:07,3/29/2022 2:58
LECVN023386411933,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/25/2022 20:56,3/29/2022 0:23
LECVN025626905864,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 16:50,3/29/2022 16:36
LECVN021830444034,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 5:47,3/29/2022 9:44
LECVN025138246073,CN34679,"No.496,Chengdian South Road,Yiwu city,Zhejiang Province,China. Yiwu city CN",LECCNYW,3/27/2022 4:24,3/30/2022 10:20
LECVN020191470724,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/28/2022 15:42,3/31/2022 14:51
LECVN023567113594,CN54850,"No. 755, West Xuefeng Road Yiwu City CN",LECCNYW,3/27/2022 21:32,3/29/2022 3:32
LECVN024521883274,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 5:52,3/29/2022 15:49
LECVN026711052543,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/29/2022 8:38,4/1/2022 3:30
LECVN023258402863,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 13:06,3/29/2022 0:21
LECVN027903720123,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/29/2022 3:52,3/29/2022 18:19
LECVN026708419253,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/27/2022 20:07,3/30/2022 16:15
LECVN028928923243,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 18:04,3/29/2022 15:49
LECVN020624720343,CN75189,"No. 6, Building 3, Shanghong East District, Houzhai Street,Yiwu,Zhejiang,China",LECCNYW,3/28/2022 10:22,4/1/2022 3:38
LECVN025721786993,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 9:17,3/29/2022 17:21
LECVN022676987973,CN69607,"No.22 ZhaoZhai ped. street, yiwu",LECCNYW,3/28/2022 8:49,4/1/2022 3:49
LECVN021525136234,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 11:36,3/30/2022 17:39
LECVN028388212423,CN61510,"4F, No.421, Chouzhou Middle Road YiWu city",LECCNYW,3/25/2022 23:09,3/29/2022 2:43
LECVN025542819923,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/26/2022 14:46,3/28/2022 14:44
LECVN028209014774,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 4:55,3/29/2022 16:52
LECVN022142365873,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 16:15,3/29/2022 18:13
LECVN029343932124,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/27/2022 15:08,3/26/2022 21:10
LECVN022212531643,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 8:13,3/29/2022 18:19
LECVN023411419393,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/29/2022 22:27,3/29/2022 18:29
LECVN027326237823,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 7:44,3/29/2022 0:15
LECVN029194967493,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/30/2022 18:31,3/29/2022 20:10
LECVN022667864293,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 1:20,3/29/2022 17:14
LECVN023587174673,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/26/2022 21:56,3/29/2022 11:41
LECVN025102373544,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/30/2022 15:57,4/1/2022 18:21
LECVN028743295364,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/27/2022 16:40,3/30/2022 11:30
LECVN022746849083,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 18:45,4/1/2022 0:37
LECVN023537249663,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/27/2022 10:01,3/29/2022 0:34
LECVN027292452943,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/28/2022 20:46,4/1/2022 3:45
LECVN024493623263,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/27/2022 12:00,3/29/2022 11:40
LECVN025464245753,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/31/2022 3:54,4/1/2022 19:27
LECVN024758836663,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 8:08,4/1/2022 11:50
LECVN028714392003,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/30/2022 9:51,4/1/2022 2:56
LECVN028466233783,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 22:07,3/29/2022 3:04
LECVN026277457323,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/27/2022 9:52,3/29/2022 11:40
LECVN028598144973,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/28/2022 12:40,4/1/2022 4:37
LECVN027186302893,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/27/2022 8:42,3/29/2022 2:24
LECVN029044131803,CN39822,"2nd Floor, No. 20 Of Qingkou Xincun Yiwu City CN",LECCNYW,3/26/2022 1:24,3/29/2022 17:12
LECVN025764880283,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/28/2022 18:09,3/29/2022 16:04
LECVN025290813763,CN61510,"4F, No.421, Chouzhou Middle Road YiWu city",LECCNYW,3/28/2022 9:05,3/29/2022 2:59
LECVN027665073143,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 22:06,3/29/2022 16:11
LECVN026198755253,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/26/2022 10:16,3/29/2022 11:13
LECVN021715495343,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/29/2022 12:24,3/31/2022 17:18
LECVN026258796013,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 5:49,3/30/2022 10:45
LECVN028255817213,CN88991,"2/F, No.3, Yongsheng Xiaoqu No.21, Yiwu, Zhejiang",LECCNYW,3/26/2022 13:45,3/26/2022 18:51
LECVN025028017243,CN99813,No.236 Yinhai Road Yiwu City CN,LECCNYW,3/28/2022 18:39,3/29/2022 16:40
LECVN020931286993,CN69607,"No.22 ZhaoZhai ped. street, yiwu",LECCNYW,3/29/2022 2:35,3/31/2022 18:02
LECVN023968975273,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/30/2022 11:40,3/29/2022 17:32
LECVN029583534183,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 5:01,3/29/2022 16:52
LECVN024483616814,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 3:37,3/30/2022 10:40
LECVN026360834054,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 5:14,3/29/2022 17:25
LECVN020793703343,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/25/2022 12:59,3/26/2022 18:52
LECVN021524609773,CN54850,"No. 755, West Xuefeng Road Yiwu City CN",LECCNYW,3/28/2022 8:16,3/30/2022 9:49
LECVN025498450883,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/30/2022 0:24,4/1/2022 1:19
LECVN020822805664,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/27/2022 8:57,3/29/2022 0:21
LECVN020928424074,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/26/2022 9:14,3/29/2022 3:17
LECVN027964387003,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 7:52,4/1/2022 11:35
LECVN027068201803,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/25/2022 20:35,3/29/2022 18:20
LECVN025995575703,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 16:41,3/29/2022 3:44
LECVN024210757834,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 18:50,3/29/2022 16:57
LECVN027679938503,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/29/2022 1:29,3/29/2022 3:17
LECVN024169497923,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 18:16,3/29/2022 17:04
LECVN027574923673,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 18:55,4/1/2022 8:37
LECVN022815282803,CN82535,"2F, No.262, Xue Feng West Road,YiWu,Zhejiang,China",LECCNYW,3/27/2022 6:17,3/30/2022 11:19
LECVN022377033534,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/27/2022 18:09,3/30/2022 10:21
LECVN028535129133,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 6:38,3/29/2022 18:37
LECVN029486047833,CN27928,"No.5 , Building 15 ,Zijing District 3 , Xialuozhai Yiwu City CN",LECCNYW,3/25/2022 9:03,3/29/2022 2:40
LECVN028870248933,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/27/2022 10:19,3/29/2022 18:15
LECVN029645757814,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/29/2022 12:07,4/1/2022 3:05
LECVN023126366913,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 20:49,3/29/2022 3:09
LECVN029649772143,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/30/2022 14:29,4/1/2022 20:01
LECVN025485634743,CN32206,"402,Unit 2,Building 40,Xiawang 3 Village,Jiangdong Road,Yiwu City,Zhejiang,China Yiwu City CN",LECCNYW,3/26/2022 13:15,3/29/2022 17:21
LECVN020225198293,CN94105,"No.358,Shengshou RD,Chengxi Special Industrial Zone Yiwu City",LECCNYW,3/26/2022 4:40,3/29/2022 2:18
LECVN028243662713,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/29/2022 8:46,3/29/2022 16:43
LECVN027708958124,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/26/2022 15:15,3/29/2022 17:23
LECVN026256035213,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 20:42,3/29/2022 0:10
LECVN021188028053,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/26/2022 15:04,3/28/2022 14:59
LECVN024556009593,CN56433,"Rm. 202, 2nd Floor, No. 2, Bldg. 41, Changchun 3rd Area, Yiwu city",LECCNYW,3/28/2022 8:45,3/29/2022 2:15
LECVN029096631323,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/28/2022 14:45,3/29/2022 16:38
LECVN025841851943,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/26/2022 8:09,3/29/2022 10:46
LECVN029314034594,CN28326,No.755 west xuefeng road Yiwu City CN,LECCNYW,3/27/2022 15:21,3/30/2022 10:30
LECVN029687956693,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/28/2022 18:09,3/29/2022 16:00
LECVN028015172423,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/25/2022 21:06,3/29/2022 0:34
LECVN021289906853,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 9:25,3/29/2022 3:10
LECVN020339223053,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/28/2022 5:47,3/30/2022 11:34
LECVN020665423963,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 18:35,3/29/2022 18:41
LECVN027763276773,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/30/2022 4:35,3/29/2022 20:06
LECVN024719221194,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/27/2022 4:50,3/29/2022 16:48
LECVN028506320054,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/31/2022 7:03,4/1/2022 18:35
LECVN020971783733,CN75189,"No. 6, Building 3, Shanghong East District, Houzhai Street,Yiwu,Zhejiang,China",LECCNYW,3/26/2022 22:57,3/29/2022 2:16
LECVN027621969413,CN27928,"No.5 , Building 15 ,Zijing District 3 , Xialuozhai Yiwu City CN",LECCNYW,3/26/2022 13:18,3/29/2022 17:16
LECVN028909395873,CN56433,"Rm. 202, 2nd Floor, No. 2, Bldg. 41, Changchun 3rd Area, Yiwu city",LECCNYW,3/30/2022 14:25,4/1/2022 3:20
LECVN026834760264,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/28/2022 20:24,3/29/2022 8:23
LECVN028867496833,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/28/2022 1:37,3/29/2022 11:16
LECVN022167759063,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 18:32,3/29/2022 18:38
LECVN029407524124,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/28/2022 20:12,3/31/2022 20:09
LECVN027678818473,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/27/2022 18:30,3/29/2022 18:22
LECVN029157975793,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 6:08,3/29/2022 17:00
LECVN028938765593,CN27928,"No.5 , Building 15 ,Zijing District 3 , Xialuozhai Yiwu City CN",LECCNYW,3/27/2022 3:28,3/30/2022 10:38
LECVN027545588784,CN82535,"2F, No.262, Xue Feng West Road,YiWu,Zhejiang,China",LECCNYW,3/26/2022 17:07,3/29/2022 17:20
LECVN025714050464,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 7:05,3/31/2022 15:14
LECVN020353919904,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/29/2022 16:53,3/31/2022 14:40
LECVN028495692903,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/28/2022 1:57,3/29/2022 11:37
LECVN024593665883,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/25/2022 15:04,3/26/2022 21:12
LECVN021313724313,CN11320,"RM1109, DINGXIN BUILDING WEST, XILI, NANSHAN, CHINA China, 518039",LECCNSZ,3/28/2022 17:21,3/31/2022 17:30
LECVN028774867273,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/29/2022 21:50,4/1/2022 2:38
LECVN025454079433,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/26/2022 15:19,3/29/2022 17:17
LECVN021526797254,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 20:57,3/29/2022 0:26
LECVN023370140503,CN99813,No.236 Yinhai Road Yiwu City CN,LECCNYW,3/27/2022 11:11,3/29/2022 20:55
LECVN024066868343,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/29/2022 4:59,3/31/2022 14:54
LECVN021804093623,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 0:51,3/29/2022 3:48
LECVN025263770813,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/29/2022 6:59,4/1/2022 0:58
LECVN021614948973,CN98042,"No. 42 Dong Qiaodong 1th Dist, Yiwu City, Zhejiang, China Yiwu City",LECCNYW,3/28/2022 5:38,3/29/2022 17:38
LECVN028434459033,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/29/2022 18:21,3/31/2022 14:19
LECVN023322720963,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/29/2022 0:16,3/30/2022 16:20
LECVN026062304473,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/29/2022 14:42,3/29/2022 20:16
LECVN024832815264,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/26/2022 8:49,3/29/2022 0:22
LECVN023913191553,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 22:26,4/1/2022 3:37
LECVN028069395584,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/29/2022 17:34,3/29/2022 15:46
LECVN029628138443,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/28/2022 18:10,3/29/2022 15:47
LECVN025040645783,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/28/2022 21:32,3/29/2022 9:47
LECVN020633720303,CN94105,"No.358,Shengshou RD,Chengxi Special Industrial Zone Yiwu City",LECCNYW,3/28/2022 9:37,3/30/2022 10:53
LECVN028832056573,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 23:32,3/29/2022 1:57
LECVN029063005033,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/26/2022 22:10,3/30/2022 15:04
LECVN021943731423,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/30/2022 0:26,4/1/2022 3:32
LECVN023805662214,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/27/2022 10:09,3/29/2022 17:12
LECVN020037812254,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/28/2022 21:21,3/29/2022 17:12
LECVN020675699503,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/26/2022 17:08,3/29/2022 17:03
LECVN021596216983,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/31/2022 6:16,3/29/2022 20:13
LECVN027495057794,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 18:04,3/29/2022 16:59
LECVN020657941814,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/28/2022 20:21,3/31/2022 20:19
LECVN029955728633,CN09482,"Rm# 18A, Unit 1, DuShiYangGuang Building, NO. 6017 Shennan Road",LECCNSZ,3/30/2022 2:22,3/29/2022 17:23
LECVN029752950323,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/25/2022 9:17,3/29/2022 2:39
LECVN024282934493,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/28/2022 0:27,3/29/2022 18:25
LECVN020032393233,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 11:46,4/1/2022 7:49
LECVN025462981724,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 7:58,3/29/2022 16:07
LECVN026230575533,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/29/2022 14:50,3/29/2022 20:23
LECVN029683055274,CN39822,"2nd Floor, No. 20 Of Qingkou Xincun Yiwu City CN",LECCNYW,3/27/2022 3:59,3/26/2022 18:54
LECVN027642874393,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 18:38,3/26/2022 18:08
LECVN026134230564,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 18:32,3/29/2022 18:32
LECVN029301546223,CN95381,"No. 52 Xingyun Road, Jinsanjiao Industrial Zone, Yiwu City CN",LECCNYW,3/30/2022 13:47,4/1/2022 2:49
LECVN027780424634,CN08969,"Unit C, 18/F, Bldg.B, Modern Window Tower, Huaqiang North Rd, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 11:46,3/29/2022 9:42
LECVN020566727484,CN71198,"A-1111, Wealth Mansion, Futian Market,Yiwu,Zhejiang,China",LECCNYW,3/29/2022 5:52,3/29/2022 15:56
LECVN026423677683,CN28326,No.755 west xuefeng road Yiwu City CN,LECCNYW,3/28/2022 5:21,3/29/2022 17:13
LECVN025388753203,CN01710,"8c, Flat A, Huaqiang Garden, Shenzhen",LECCNSZ,3/28/2022 8:02,4/1/2022 11:36
LECVN029663772023,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/27/2022 23:38,3/29/2022 2:06
