Order ID,Customer ID,HubVN ID,Plan_HubVN_Receiving Time,HubVN_Receiving Time,Plan_HubVN_Pickup Time,HubVN_Pickup Time
LECVN020409680493,VN9453721,LECVNLB,4/1/2022 12:25,4/2/2022 6:51,4/1/2022 14:25,4/2/2022 9:37
LECVN028089304964,VN3476500,LECVNTL,3/31/2022 6:55,4/4/2022 6:36,3/31/2022 8:55,4/4/2022 8:59
LECVN022735745573,VN8363088,LECVNLB,4/2/2022 6:43,4/3/2022 6:31,4/2/2022 8:43,4/3/2022 9:20
LECVN025275996443,VN9323288,LECVNHĐ,4/2/2022 12:22,4/2/2022 12:06,4/2/2022 14:22,4/2/2022 14:25
LECVN026487605704,VN3255866,LECVNLB,4/3/2022 6:15,4/7/2022 6:01,4/3/2022 8:15,4/7/2022 9:13
LECVN026260643284,VN5852321,LECVNLB,4/4/2022 6:26,4/4/2022 12:00,4/4/2022 8:26,4/4/2022 14:55
LECVN026492049874,VN6153785,LECVNLB,3/31/2022 12:20,4/1/2022 12:15,3/31/2022 14:20,4/1/2022 13:09
LECVN022738121413,VN9721398,LECVNTL,4/1/2022 12:23,4/2/2022 6:10,4/1/2022 14:23,4/2/2022 8:10
LECVN023012239623,VN8487065,LECVNLB,3/31/2022 6:01,4/1/2022 6:49,3/31/2022 8:01,4/1/2022 9:24
LECVN029073535223,VN6399185,LECVNLB,4/2/2022 12:40,4/3/2022 12:47,4/2/2022 14:40,4/3/2022 15:50
LECVN024334022834,VN4400995,LECVNLB,4/2/2022 12:18,4/3/2022 12:22,4/2/2022 14:18,4/3/2022 15:02
LECVN022032906453,VN8289755,LECVNLB,4/1/2022 6:08,4/1/2022 12:58,4/1/2022 8:08,4/1/2022 13:53
LECVN023400305423,VN82927730,LECVNLB,4/4/2022 12:21,4/4/2022 12:26,4/4/2022 14:21,4/4/2022 15:26
LECVN029509408673,VN2284798,LECVNLB,4/2/2022 12:51,4/2/2022 12:11,4/2/2022 14:51,4/2/2022 14:18
LECVN021808553963,VN95386,LECVNLB,4/3/2022 6:53,4/3/2022 12:53,4/3/2022 8:53,4/3/2022 15:23
LECVN021660194674,VN98953804,LECVNHĐ,3/31/2022 6:31,4/1/2022 6:58,3/31/2022 8:31,4/1/2022 8:04
LECVN028454165323,VN1957582,LECVNHĐ,3/31/2022 6:24,4/1/2022 6:15,3/31/2022 8:24,4/1/2022 7:56
LECVN022563224014,VN6848676,LECVNHĐ,4/2/2022 6:11,4/2/2022 12:20,4/2/2022 8:11,4/2/2022 14:12
LECVN022401309113,VN47199,LECVNLB,4/3/2022 12:53,4/4/2022 6:25,4/3/2022 14:53,4/4/2022 9:21
LECVN029812195563,VN8989807,LECVNTL,4/2/2022 12:24,4/3/2022 6:20,4/2/2022 14:24,4/3/2022 9:17
LECVN022291670504,VN1738406,LECVNLB,4/1/2022 12:07,4/2/2022 6:00,4/1/2022 14:07,4/2/2022 7:48
LECVN021538182224,VN7636959,LECVNTL,4/4/2022 12:55,4/4/2022 12:21,4/4/2022 14:55,4/4/2022 15:22
LECVN024042158303,VN1516905,LECVNLB,4/1/2022 12:09,4/1/2022 12:07,4/1/2022 14:09,4/1/2022 13:12
LECVN029123228773,VN6002055,LECVNTL,4/3/2022 12:14,4/4/2022 6:38,4/3/2022 14:14,4/4/2022 9:34
LECVN023987937183,VN4690007,LECVNHĐ,4/3/2022 6:44,4/4/2022 6:17,4/3/2022 8:44,4/4/2022 8:50
LECVN026488276204,VN6568423,LECVNLB,4/3/2022 6:55,4/4/2022 6:59,4/3/2022 8:55,4/4/2022 10:03
LECVN024780745353,VN4262495,LECVNHĐ,4/1/2022 12:26,4/2/2022 6:50,4/1/2022 14:26,4/2/2022 9:20
LECVN029121682783,VN1502874,LECVNLB,4/2/2022 6:38,4/2/2022 12:41,4/2/2022 8:38,4/2/2022 14:44
LECVN023169288693,VN2110365,LECVNLB,4/4/2022 12:17,4/4/2022 12:18,4/4/2022 14:17,4/4/2022 15:15
LECVN026659835174,VN6452998,LECVNTL,4/3/2022 6:02,4/3/2022 12:35,4/3/2022 8:02,4/3/2022 15:41
LECVN024547443434,VN3474313,LECVNLB,4/2/2022 12:47,4/2/2022 12:11,4/2/2022 14:47,4/2/2022 14:11
LECVN022094797223,VN6938615,LECVNHĐ,3/31/2022 12:52,4/4/2022 6:38,3/31/2022 14:52,4/4/2022 8:17
LECVN028790315133,VN9891387,LECVNHĐ,4/3/2022 6:41,4/4/2022 6:15,4/3/2022 8:41,4/4/2022 8:48
LECVN028666710043,VN1312233,LECVNTL,4/2/2022 12:15,4/2/2022 12:49,4/2/2022 14:15,4/2/2022 14:53
LECVN028187352393,VN8254182,LECVNLB,4/1/2022 6:18,4/1/2022 12:14,4/1/2022 8:18,4/1/2022 14:40
LECVN025321213774,VN3615916,LECVNLB,4/1/2022 12:15,4/2/2022 12:55,4/1/2022 14:15,4/2/2022 15:20
LECVN027593638954,VN4722499,LECVNLB,4/1/2022 12:09,4/1/2022 12:12,4/1/2022 14:09,4/1/2022 13:09
LECVN020808688834,VN6126034,LECVNLB,4/1/2022 12:21,4/2/2022 6:29,4/1/2022 14:21,4/2/2022 9:15
LECVN020827898703,VN3336923,LECVNLB,4/2/2022 12:07,4/3/2022 12:56,4/2/2022 14:07,4/3/2022 16:06
LECVN021131149483,VN9892269,LECVNLB,4/3/2022 12:22,4/4/2022 12:44,4/3/2022 14:22,4/4/2022 15:32
LECVN026229367173,VN6760397,LECVNLB,4/2/2022 12:47,4/3/2022 12:13,4/2/2022 14:47,4/3/2022 14:49
LECVN029727722073,VN2360596,LECVNTL,4/2/2022 12:27,4/3/2022 12:57,4/2/2022 14:27,4/3/2022 16:06
LECVN028344731703,VN3814110,LECVNHĐ,3/31/2022 12:04,4/1/2022 12:11,3/31/2022 14:04,4/1/2022 14:48
LECVN027170288513,VN3197216,LECVNHĐ,4/1/2022 12:08,4/2/2022 6:43,4/1/2022 14:08,4/2/2022 9:26
LECVN021964666303,VN7466159,LECVNLB,4/2/2022 12:46,4/3/2022 6:00,4/2/2022 14:46,4/3/2022 8:17
LECVN023909210104,VN7429412,LECVNLB,4/3/2022 12:38,4/4/2022 12:43,4/3/2022 14:38,4/4/2022 15:34
LECVN020969174294,VN4534517,LECVNTL,4/2/2022 12:41,4/2/2022 12:45,4/2/2022 14:41,4/2/2022 15:16
LECVN028502763473,VN34621,LECVNLB,3/31/2022 12:42,4/1/2022 12:52,3/31/2022 14:42,4/1/2022 13:49
LECVN022535499923,VN4862742,LECVNHĐ,4/4/2022 6:56,4/4/2022 12:06,4/4/2022 8:56,4/4/2022 14:43
LECVN024287854044,VN4737571,LECVNTL,3/31/2022 12:21,4/1/2022 12:34,3/31/2022 14:21,4/1/2022 15:27
LECVN021202349773,VN4380205,LECVNHĐ,4/1/2022 6:13,4/2/2022 6:23,4/1/2022 8:13,4/2/2022 8:53
LECVN022163577493,VN2865220,LECVNLB,4/3/2022 12:43,4/4/2022 12:14,4/3/2022 14:43,4/4/2022 14:47
LECVN027552140893,VN8928693,LECVNTL,4/2/2022 12:54,4/3/2022 6:39,4/2/2022 14:54,4/3/2022 9:08
LECVN029262214813,VN7716715,LECVNHĐ,3/31/2022 6:36,4/1/2022 6:01,3/31/2022 8:36,4/1/2022 8:58
LECVN020899847674,VN8242139,LECVNTL,4/3/2022 12:12,4/3/2022 12:30,4/3/2022 14:12,4/3/2022 15:36
LECVN027830750293,VN4064226,LECVNLB,4/4/2022 12:38,4/4/2022 12:32,4/4/2022 14:38,4/4/2022 15:05
LECVN021919271043,VN2192637,LECVNHĐ,4/1/2022 12:23,4/1/2022 12:03,4/1/2022 14:23,4/1/2022 13:09
LECVN025261690563,VN2542980,LECVNTL,4/2/2022 6:24,4/3/2022 6:59,4/2/2022 8:24,4/3/2022 9:59
LECVN025338702713,VN38815,LECVNHĐ,4/2/2022 6:43,4/2/2022 12:53,4/2/2022 8:43,4/2/2022 14:45
LECVN022583146423,VN24109,LECVNLB,4/3/2022 12:23,4/4/2022 12:06,4/3/2022 14:23,4/4/2022 14:41
LECVN024257787994,VN5882829,LECVNHĐ,4/2/2022 6:11,4/2/2022 12:30,4/2/2022 8:11,4/2/2022 14:55
LECVN027610558353,VN2804596,LECVNLB,4/1/2022 12:45,4/2/2022 6:57,4/1/2022 14:45,4/2/2022 9:07
LECVN020536418113,VN39492,LECVNTL,4/1/2022 6:53,4/1/2022 12:21,4/1/2022 8:53,4/1/2022 13:19
LECVN022436118704,VN6916563,LECVNLB,4/3/2022 12:16,4/4/2022 12:37,4/3/2022 14:16,4/4/2022 15:06
LECVN020214622554,VN2567036,LECVNLB,3/31/2022 12:36,4/1/2022 12:15,3/31/2022 14:36,4/1/2022 14:57
LECVN027257781743,VN9023897,LECVNTL,4/3/2022 12:39,4/4/2022 6:30,4/3/2022 14:39,4/4/2022 8:59
LECVN029489946754,VN4636388,LECVNLB,4/3/2022 12:12,4/4/2022 6:52,4/3/2022 14:12,4/4/2022 9:56
LECVN025326148954,VN15963,LECVNLB,4/2/2022 12:33,4/3/2022 6:52,4/2/2022 14:33,4/3/2022 9:57
LECVN023728557773,VN9658688,LECVNLB,4/4/2022 12:19,4/4/2022 12:50,4/4/2022 14:19,4/4/2022 15:43
LECVN024272471553,VN9944834,LECVNLB,4/2/2022 12:53,4/3/2022 6:53,4/2/2022 14:53,4/3/2022 9:21
LECVN020117354984,VN3329089,LECVNHĐ,3/31/2022 6:53,4/1/2022 6:54,3/31/2022 8:53,4/1/2022 8:23
LECVN026616678383,VN4728129,LECVNHĐ,3/31/2022 12:14,4/5/2022 6:24,3/31/2022 14:14,4/5/2022 9:01
LECVN025115904273,VN2228256,LECVNLB,4/3/2022 6:03,4/4/2022 6:18,4/3/2022 8:03,4/4/2022 9:20
LECVN020631050573,VN5526872,LECVNTL,4/2/2022 12:52,4/3/2022 12:58,4/2/2022 14:52,4/3/2022 16:02
LECVN026017683653,VN2774490,LECVNLB,4/2/2022 6:17,4/2/2022 12:09,4/2/2022 8:17,4/2/2022 14:33
LECVN028953536634,VN6873259,LECVNHĐ,4/1/2022 6:02,4/2/2022 6:27,4/1/2022 8:02,4/2/2022 8:20
LECVN020769237953,VN9189267,LECVNLB,4/2/2022 12:35,4/3/2022 12:09,4/2/2022 14:35,4/3/2022 14:51
LECVN028732887073,VN9559567,LECVNLB,4/1/2022 6:26,4/1/2022 12:31,4/1/2022 8:26,4/1/2022 13:39
LECVN020780775403,VN2982083,LECVNTL,4/1/2022 6:09,4/1/2022 12:33,4/1/2022 8:09,4/1/2022 13:28
LECVN026456795144,VN2000522,LECVNLB,4/4/2022 6:46,4/4/2022 12:49,4/4/2022 8:46,4/4/2022 15:35
LECVN028974251464,VN6779316,LECVNLB,3/31/2022 12:28,4/1/2022 12:34,3/31/2022 14:28,4/1/2022 13:26
LECVN024639234493,VN3292258,LECVNLB,4/4/2022 6:58,4/4/2022 12:02,4/4/2022 8:58,4/4/2022 14:59
LECVN024572730143,VN8760881,LECVNTL,3/31/2022 6:28,4/3/2022 6:36,3/31/2022 8:28,4/3/2022 9:02
LECVN028123085703,VN3023484,LECVNLB,3/31/2022 6:50,4/1/2022 6:36,3/31/2022 8:50,4/1/2022 7:55
LECVN021631879754,VN4166354,LECVNLB,4/2/2022 12:10,4/2/2022 12:31,4/2/2022 14:10,4/2/2022 14:54
LECVN028214398363,VN8194818,LECVNLB,4/2/2022 12:09,4/3/2022 6:27,4/2/2022 14:09,4/3/2022 8:42
LECVN025890683213,VN9295738,LECVNLB,3/31/2022 12:04,4/1/2022 12:26,3/31/2022 14:04,4/1/2022 15:03
LECVN020538478434,VN6347332,LECVNLB,4/1/2022 12:47,4/2/2022 6:45,4/1/2022 14:47,4/2/2022 9:31
LECVN027094435114,VN8039508,LECVNHĐ,4/1/2022 6:56,4/2/2022 6:19,4/1/2022 8:56,4/2/2022 8:12
LECVN028063415484,VN6131228,LECVNLB,4/2/2022 12:01,4/2/2022 12:41,4/2/2022 14:01,4/2/2022 15:02
LECVN026006473293,VN9258847,LECVNTL,4/4/2022 6:10,4/4/2022 12:21,4/4/2022 8:10,4/4/2022 15:25
LECVN022916116414,VN7901401,LECVNLB,4/3/2022 12:44,4/4/2022 12:44,4/3/2022 14:44,4/4/2022 15:31
LECVN020810674663,VN7000253,LECVNTL,4/1/2022 6:12,4/2/2022 6:46,4/1/2022 8:12,4/2/2022 8:24
LECVN023706191293,VN5109929,LECVNTL,4/2/2022 12:08,4/3/2022 6:52,4/2/2022 14:08,4/3/2022 9:21
LECVN026502905044,VN7001440,LECVNLB,3/31/2022 12:04,4/1/2022 6:52,3/31/2022 14:04,4/1/2022 8:47
LECVN029937289893,VN5358723,LECVNTL,4/3/2022 6:31,4/4/2022 6:27,4/3/2022 8:31,4/4/2022 8:56
LECVN020628974113,VN9192856,LECVNTL,3/31/2022 12:20,4/1/2022 6:47,3/31/2022 14:20,4/1/2022 8:37
LECVN026973275814,VN7266990,LECVNTL,4/3/2022 12:26,4/4/2022 6:52,4/3/2022 14:26,4/4/2022 9:29
LECVN028048967543,VN5701395,LECVNHĐ,4/3/2022 12:19,4/8/2022 6:05,4/3/2022 14:19,4/8/2022 8:24
LECVN023970090154,VN3962597,LECVNLB,4/2/2022 12:02,4/3/2022 12:53,4/2/2022 14:02,4/3/2022 15:58
LECVN029324473073,VN1990222,LECVNTL,4/3/2022 6:44,4/4/2022 6:56,4/3/2022 8:44,4/4/2022 9:31
LECVN028246267943,VN3612886,LECVNLB,4/2/2022 12:24,4/3/2022 6:57,4/2/2022 14:24,4/3/2022 9:31
LECVN021667473654,VN5567450,LECVNLB,4/2/2022 12:18,4/3/2022 12:02,4/2/2022 14:18,4/3/2022 14:36
LECVN020503796933,VN3004901,LECVNTL,4/1/2022 12:25,4/2/2022 6:03,4/1/2022 14:25,4/2/2022 8:17
LECVN020092746563,VN4405069,LECVNTL,4/1/2022 12:54,4/1/2022 12:53,4/1/2022 14:54,4/1/2022 15:29
LECVN029606545233,VN7684929,LECVNHĐ,4/3/2022 6:17,4/8/2022 6:44,4/3/2022 8:17,4/8/2022 9:19
LECVN020356469333,VN7931460,LECVNHĐ,4/2/2022 6:01,4/3/2022 6:59,4/2/2022 8:01,4/3/2022 9:28
LECVN027487905253,VN8281872,LECVNTL,3/31/2022 6:40,4/1/2022 6:13,3/31/2022 8:40,4/1/2022 8:53
LECVN027212492144,VN6350196,LECVNLB,4/1/2022 6:55,4/2/2022 6:54,4/1/2022 8:55,4/2/2022 9:05
LECVN027865065414,VN9189267,LECVNTL,4/2/2022 12:08,4/3/2022 12:57,4/2/2022 14:08,4/3/2022 15:21
LECVN024436146724,VN6826788,LECVNLB,4/4/2022 6:22,4/4/2022 12:23,4/4/2022 8:22,4/4/2022 14:52
LECVN027334247793,VN6532754,LECVNTL,4/1/2022 12:52,4/1/2022 12:07,4/1/2022 14:52,4/1/2022 14:38
LECVN029052200203,VN5252281,LECVNHĐ,4/2/2022 12:37,4/3/2022 6:00,4/2/2022 14:37,4/3/2022 8:09
LECVN020075567873,VN9854184,LECVNTL,4/1/2022 12:14,4/2/2022 6:54,4/1/2022 14:14,4/2/2022 9:13
LECVN021643012683,VN8135275,LECVNLB,4/4/2022 6:06,4/4/2022 12:05,4/4/2022 8:06,4/4/2022 15:02
LECVN020998695273,VN2000522,LECVNLB,4/3/2022 6:15,4/8/2022 6:47,4/3/2022 8:15,4/8/2022 9:22
LECVN027520151113,VN9660444,LECVNTL,4/2/2022 12:38,4/2/2022 12:18,4/2/2022 14:38,4/2/2022 14:47
LECVN021172405784,VN5916555,LECVNLB,3/31/2022 12:35,4/1/2022 12:53,3/31/2022 14:35,4/1/2022 15:08
LECVN020797242313,VN9593543,LECVNTL,4/4/2022 6:11,4/4/2022 12:58,4/4/2022 8:11,4/4/2022 15:31
LECVN026295496703,VN8824381,LECVNLB,3/31/2022 6:31,4/1/2022 6:20,3/31/2022 8:31,4/1/2022 7:55
LECVN028690680263,VN3380172,LECVNLB,4/1/2022 6:59,4/2/2022 6:08,4/1/2022 8:59,4/2/2022 8:15
LECVN021399143743,VN3230868,LECVNTL,4/3/2022 12:51,4/4/2022 12:40,4/3/2022 14:51,4/4/2022 15:41
LECVN022727084043,VN7514467,LECVNTL,4/2/2022 6:55,4/2/2022 12:34,4/2/2022 8:55,4/2/2022 15:00
LECVN020967679663,VN2612909,LECVNLB,4/1/2022 6:33,4/1/2022 12:54,4/1/2022 8:33,4/1/2022 13:30
LECVN028907469183,VN1036483,LECVNTL,3/31/2022 12:53,4/1/2022 6:08,3/31/2022 14:53,4/1/2022 8:42
LECVN020303067633,VN93347,LECVNLB,4/1/2022 6:46,4/1/2022 12:08,4/1/2022 8:46,4/1/2022 13:12
LECVN026027897223,VN2736492,LECVNTL,4/1/2022 6:23,4/2/2022 6:47,4/1/2022 8:23,4/2/2022 9:03
LECVN026524540314,VN20070,LECVNLB,4/2/2022 12:43,4/3/2022 12:05,4/2/2022 14:43,4/3/2022 14:40
LECVN023696423664,VN4786700,LECVNTL,3/31/2022 6:40,4/6/2022 6:43,3/31/2022 8:40,4/6/2022 8:59
LECVN025918534493,VN9608832,LECVNLB,4/2/2022 12:14,4/3/2022 12:37,4/2/2022 14:14,4/3/2022 15:45
LECVN024716280133,VN4208701,LECVNTL,3/31/2022 12:39,4/1/2022 12:55,3/31/2022 14:39,4/1/2022 15:29
LECVN026093981423,VN3199342,LECVNTL,4/3/2022 6:47,4/4/2022 6:26,4/3/2022 8:47,4/4/2022 8:56
LECVN026477408883,VN9323288,LECVNHĐ,4/1/2022 6:29,4/2/2022 6:27,4/1/2022 8:29,4/2/2022 8:27
LECVN024143388933,VN34194,LECVNTL,4/1/2022 6:59,4/2/2022 6:28,4/1/2022 8:59,4/2/2022 8:48
LECVN022296443613,VN5573038,LECVNLB,4/2/2022 6:13,4/6/2022 6:58,4/2/2022 8:13,4/6/2022 11:29
LECVN027504316394,VN8536918,LECVNLB,3/31/2022 12:32,4/1/2022 12:24,3/31/2022 14:32,4/1/2022 14:56
LECVN020177435104,VN6898797,LECVNLB,4/1/2022 6:27,4/1/2022 12:38,4/1/2022 8:27,4/1/2022 13:45
LECVN029510324933,VN2787293,LECVNLB,4/4/2022 6:22,4/4/2022 12:21,4/4/2022 8:22,4/4/2022 14:54
LECVN026389361183,VN9029818,LECVNLB,4/2/2022 12:51,4/3/2022 12:52,4/2/2022 14:51,4/3/2022 15:56
LECVN027851063633,VN7837784,LECVNHĐ,4/2/2022 12:19,4/3/2022 6:15,4/2/2022 14:19,4/3/2022 8:35
LECVN022338042814,VN1777895,LECVNTL,4/2/2022 12:07,4/3/2022 6:43,4/2/2022 14:07,4/3/2022 9:47
LECVN025509220473,VN6779316,LECVNLB,4/1/2022 6:11,4/2/2022 6:59,4/1/2022 8:11,4/2/2022 8:59
LECVN020922364323,VN7440198,LECVNTL,4/3/2022 12:46,4/3/2022 12:19,4/3/2022 14:46,4/3/2022 15:01
LECVN025406007443,VN69542,LECVNLB,4/1/2022 6:35,4/1/2022 12:47,4/1/2022 8:35,4/1/2022 13:53
LECVN024600899093,VN7351430,LECVNTL,4/4/2022 12:26,4/4/2022 12:50,4/4/2022 14:26,4/4/2022 15:24
LECVN025834428604,VN5584674,LECVNTL,4/2/2022 12:11,4/7/2022 6:04,4/2/2022 14:11,4/7/2022 8:17
LECVN023092861083,VN2052961,LECVNLB,4/3/2022 12:26,4/4/2022 12:15,4/3/2022 14:26,4/4/2022 15:12
LECVN029218665273,VN8228057,LECVNLB,4/2/2022 6:10,4/3/2022 6:33,4/2/2022 8:10,4/3/2022 9:18
LECVN026666894793,VN5703522,LECVNLB,3/31/2022 12:28,4/1/2022 12:28,3/31/2022 14:28,4/1/2022 13:23
LECVN023903827703,VN3523518,LECVNTL,3/31/2022 6:45,4/1/2022 6:51,3/31/2022 8:45,4/1/2022 9:15
LECVN022949166623,VN3786901,LECVNLB,4/2/2022 12:24,4/3/2022 6:30,4/2/2022 14:24,4/3/2022 8:54
LECVN027129725223,VN6416489,LECVNLB,4/4/2022 6:30,4/4/2022 12:52,4/4/2022 8:30,4/4/2022 15:40
LECVN020626725063,VN7881636,LECVNLB,4/1/2022 12:05,4/1/2022 12:54,4/1/2022 14:05,4/1/2022 13:59
LECVN028487565283,VN9330145,LECVNLB,4/4/2022 6:02,4/4/2022 12:43,4/4/2022 8:02,4/4/2022 15:16
LECVN026882150523,VN1823513,LECVNLB,4/2/2022 12:30,4/3/2022 6:20,4/2/2022 14:30,4/3/2022 9:11
LECVN024379627843,VN22447,LECVNLB,4/4/2022 6:48,4/4/2022 12:02,4/4/2022 8:48,4/4/2022 14:39
LECVN029634980303,VN5743745,LECVNLB,4/2/2022 12:45,4/3/2022 12:34,4/2/2022 14:45,4/3/2022 15:39
LECVN029940462463,VN66454636,LECVNHĐ,4/2/2022 12:03,4/3/2022 6:29,4/2/2022 14:03,4/3/2022 9:11
LECVN028682018434,VN8782747,LECVNLB,4/1/2022 6:17,4/1/2022 12:49,4/1/2022 8:17,4/1/2022 15:34
LECVN026590308243,VN9889058,LECVNLB,4/1/2022 12:09,4/1/2022 12:18,4/1/2022 14:09,4/1/2022 13:26
LECVN023593197173,VN26816,LECVNTL,4/2/2022 12:18,4/3/2022 12:02,4/2/2022 14:18,4/3/2022 14:42
LECVN020582578353,VN3285659,LECVNTL,4/2/2022 6:59,4/3/2022 6:01,4/2/2022 8:59,4/3/2022 8:11
LECVN021463722524,VN03174,LECVNLB,4/1/2022 6:17,4/2/2022 6:18,4/1/2022 8:17,4/2/2022 9:04
LECVN029611083843,VN87399,LECVNLB,4/1/2022 12:46,4/2/2022 12:46,4/1/2022 14:46,4/2/2022 14:46
LECVN029363613053,VN4112358,LECVNTL,4/1/2022 12:23,4/2/2022 6:15,4/1/2022 14:23,4/2/2022 8:37
LECVN026714042404,VN8166896,LECVNLB,4/1/2022 12:40,4/2/2022 6:24,4/1/2022 14:40,4/2/2022 9:10
LECVN026671387743,VN3848591,LECVNLB,4/2/2022 12:57,4/3/2022 12:51,4/2/2022 14:57,4/3/2022 15:13
LECVN022835586233,VN3549410,LECVNLB,4/4/2022 6:12,4/4/2022 12:44,4/4/2022 8:12,4/4/2022 15:20
LECVN021431548464,VN5550298,LECVNLB,4/1/2022 6:53,4/2/2022 6:12,4/1/2022 8:53,4/2/2022 8:18
LECVN029907637673,VN5366336,LECVNLB,4/1/2022 12:24,4/2/2022 12:39,4/1/2022 14:24,4/2/2022 14:39
LECVN021492890973,VN7891696,LECVNLB,4/2/2022 12:00,4/2/2022 12:18,4/2/2022 14:00,4/2/2022 14:57
LECVN029489068253,VN1516848,LECVNTL,4/3/2022 12:22,4/4/2022 12:59,4/3/2022 14:22,4/4/2022 15:49
LECVN021150108293,VN8915676,LECVNHĐ,3/31/2022 12:25,4/1/2022 6:41,3/31/2022 14:25,4/1/2022 9:18
LECVN026924085664,VN9900173,LECVNTL,4/2/2022 12:41,4/3/2022 12:05,4/2/2022 14:41,4/3/2022 14:44
LECVN022106325583,VN3952105,LECVNLB,4/1/2022 6:16,4/1/2022 12:33,4/1/2022 8:16,4/1/2022 13:39
LECVN021780602403,VN8359638,LECVNLB,4/2/2022 12:18,4/3/2022 12:12,4/2/2022 14:18,4/3/2022 14:54
LECVN027733162323,VN2420233,LECVNLB,3/31/2022 6:19,4/4/2022 6:26,3/31/2022 8:19,4/4/2022 8:36
LECVN026242620114,VN8342324,LECVNHĐ,3/31/2022 12:40,4/1/2022 6:44,3/31/2022 14:40,4/1/2022 8:27
LECVN029134657893,VN7846149,LECVNHĐ,3/31/2022 12:15,4/1/2022 12:08,3/31/2022 14:15,4/1/2022 14:28
LECVN023452273283,VN7306550,LECVNLB,4/1/2022 6:21,4/2/2022 6:54,4/1/2022 8:21,4/2/2022 9:40
LECVN029384774373,VN2409249,LECVNTL,4/2/2022 12:01,4/3/2022 6:53,4/2/2022 14:01,4/3/2022 9:59
LECVN022445233223,VN7134926,LECVNLB,4/2/2022 6:50,4/2/2022 12:54,4/2/2022 8:50,4/2/2022 14:52
LECVN028627928563,VN7432157,LECVNHĐ,4/2/2022 12:36,4/3/2022 12:11,4/2/2022 14:36,4/3/2022 14:50
LECVN023129010003,VN5360023,LECVNTL,4/1/2022 6:37,4/2/2022 6:52,4/1/2022 8:37,4/2/2022 9:05
LECVN026960573403,VN5038362,LECVNTL,4/1/2022 12:46,4/2/2022 12:51,4/1/2022 14:46,4/2/2022 15:16
LECVN029108147443,VN3110769,LECVNLB,4/1/2022 12:25,4/1/2022 12:58,4/1/2022 14:25,4/1/2022 15:23
LECVN029182963703,VN9769663,LECVNTL,4/3/2022 12:33,4/4/2022 12:28,4/3/2022 14:33,4/4/2022 15:02
LECVN027725814863,VN9531164,LECVNTL,4/4/2022 12:02,4/4/2022 12:11,4/4/2022 14:02,4/4/2022 15:07
LECVN028341226803,VN9479700,LECVNTL,4/3/2022 6:51,4/7/2022 6:15,4/3/2022 8:51,4/7/2022 9:44
LECVN023470367033,VN5669755,LECVNLB,3/31/2022 6:29,4/4/2022 6:23,3/31/2022 8:29,4/4/2022 8:58
LECVN023127652033,VN3526459,LECVNLB,4/2/2022 12:51,4/2/2022 12:38,4/2/2022 14:51,4/2/2022 15:16
LECVN024752290983,VN7514467,LECVNTL,3/31/2022 12:19,4/1/2022 6:53,3/31/2022 14:19,4/1/2022 9:19
LECVN029750017763,VN1350072,LECVNLB,4/1/2022 6:08,4/1/2022 12:53,4/1/2022 8:08,4/1/2022 15:13
LECVN020223184283,VN5966789,LECVNLB,4/2/2022 12:58,4/3/2022 12:36,4/2/2022 14:58,4/3/2022 15:03
LECVN029577321603,VN1071410,LECVNLB,4/4/2022 12:50,4/4/2022 12:15,4/4/2022 14:50,4/4/2022 14:44
LECVN020408303364,VN6142215,LECVNTL,4/2/2022 12:43,4/2/2022 12:54,4/2/2022 14:43,4/2/2022 15:15
LECVN027924339943,VN7537124,LECVNLB,3/31/2022 12:10,4/5/2022 6:42,3/31/2022 14:10,4/5/2022 8:56
LECVN024789046103,VN7716715,LECVNLB,4/2/2022 12:02,4/5/2022 6:27,4/2/2022 14:02,4/5/2022 8:47
LECVN022450604654,VN9480923,LECVNLB,4/1/2022 6:07,4/1/2022 12:17,4/1/2022 8:07,4/1/2022 13:20
LECVN025864878523,VN89262,LECVNTL,4/1/2022 12:34,4/2/2022 6:36,4/1/2022 14:34,4/2/2022 8:47
LECVN020530500223,VN5020502,LECVNLB,4/2/2022 12:01,4/3/2022 12:20,4/2/2022 14:01,4/3/2022 14:59
LECVN020638390563,VN9154910,LECVNLB,4/1/2022 12:53,4/2/2022 12:25,4/1/2022 14:53,4/2/2022 14:46
LECVN025561951293,VN22823,LECVNLB,4/3/2022 12:34,4/4/2022 6:43,4/3/2022 14:34,4/4/2022 9:14
LECVN020526110033,VN6197528,LECVNTL,4/3/2022 6:10,4/4/2022 6:39,4/3/2022 8:10,4/4/2022 9:16
LECVN020680705303,VN2341232,LECVNLB,4/1/2022 12:13,4/2/2022 6:32,4/1/2022 14:13,4/2/2022 8:19
LECVN024944914523,VN4717726,LECVNHĐ,4/4/2022 6:07,4/4/2022 12:03,4/4/2022 8:07,4/4/2022 15:02
LECVN026583020254,VN9207998,LECVNLB,4/2/2022 6:42,4/3/2022 6:11,4/2/2022 8:42,4/3/2022 8:28
LECVN021146507794,VN8624064,LECVNLB,4/2/2022 12:11,4/3/2022 12:19,4/2/2022 14:11,4/3/2022 14:58
LECVN025881461123,VN8892573,LECVNLB,4/2/2022 12:02,4/3/2022 12:06,4/2/2022 14:02,4/3/2022 14:43
LECVN021981555483,VN6222568,LECVNLB,4/3/2022 6:01,4/3/2022 12:15,4/3/2022 8:01,4/3/2022 14:52
