Order ID,Vendor ID,HubCN ID,Plan _HubCN_Receiving Time,HubCN_Receiving Time,Plan_HubCN_Pickup Time,HubCN_Pickup Time
LECVN022735745573,CN32990,LECCNYW,3/31/2022 13:35,3/29/2022 19:25,3/31/2022 18:40,3/30/2022 6:29
LECVN025275996443,CN14209,LECCNSZ,3/31/2022 20:44,3/29/2022 12:37,4/1/2022 0:20,3/29/2022 23:58
LECVN026487605704,CN78864,LECCNYW,4/1/2022 3:05,4/1/2022 22:54,4/1/2022 6:14,4/2/2022 5:55
LECVN029081772843,CN80546,LECCNYW,3/30/2022 3:01,3/29/2022 20:39,3/30/2022 6:04,3/30/2022 6:56
LECVN026260643284,CN11320,LECCNSZ,4/2/2022 15:08,4/1/2022 11:47,4/2/2022 18:17,4/1/2022 23:52
LECVN026492049874,CN93476,LECCNYW,3/29/2022 22:13,3/29/2022 4:01,3/30/2022 0:15,3/29/2022 12:07
LECVN022738121413,CN61510,LECCNYW,3/29/2022 7:10,3/29/2022 19:08,3/29/2022 12:18,3/30/2022 6:09
LECVN023012239623,CN14209,LECCNSZ,3/28/2022 2:19,3/28/2022 19:28,3/28/2022 5:56,3/29/2022 6:44
LECVN029073535223,CN32206,LECCNYW,3/31/2022 9:25,3/30/2022 17:44,3/31/2022 12:32,3/31/2022 0:45
LECVN024334022834,CN12633,LECCNSZ,3/31/2022 7:04,4/1/2022 5:39,3/31/2022 12:10,4/1/2022 16:18
LECVN022032906453,CN80546,LECCNYW,3/30/2022 2:27,3/29/2022 4:54,3/30/2022 6:00,3/29/2022 12:55
LECVN023400305423,CN88991,LECCNYW,4/2/2022 10:11,4/1/2022 5:11,4/2/2022 12:13,4/1/2022 12:19
LECVN029509408673,CN01710,LECCNSZ,3/29/2022 20:46,3/29/2022 13:29,3/30/2022 0:49,3/30/2022 0:03
LECVN021808553963,CN14209,LECCNSZ,4/1/2022 3:14,4/1/2022 6:17,4/1/2022 6:51,4/1/2022 16:48
LECVN021660194674,CN25990,LECCNYW,3/28/2022 1:17,3/26/2022 23:48,3/28/2022 6:25,3/27/2022 6:50
LECVN028454165323,CN73456,LECCNYW,3/27/2022 13:14,3/26/2022 22:59,3/27/2022 18:16,3/27/2022 6:07
LECVN022563224014,CN91249,LECCNYW,3/30/2022 3:05,3/29/2022 4:05,3/30/2022 6:06,3/29/2022 12:14
LECVN022401309113,CN41627,LECCNYW,3/30/2022 22:36,3/29/2022 22:09,3/31/2022 0:45,3/30/2022 6:16
LECVN029812195563,CN48496,LECCNYW,3/31/2022 9:11,3/29/2022 20:01,3/31/2022 12:16,3/30/2022 6:19
LECVN022291670504,CN59935,LECCNYW,3/30/2022 22:00,3/29/2022 18:52,3/31/2022 0:05,3/30/2022 5:57
LECVN021538182224,CN85292,LECCNYW,4/2/2022 9:17,4/1/2022 5:10,4/2/2022 12:51,4/1/2022 12:19
LECVN024042158303,CN34679,LECCNYW,3/29/2022 9:59,3/29/2022 4:01,3/29/2022 12:05,3/29/2022 12:05
LECVN029123228773,CN23003,LECCNSZ,4/1/2022 21:03,3/31/2022 18:34,4/2/2022 0:09,4/1/2022 6:37
LECVN023987937183,CN34621,LECCNYW,3/31/2022 2:33,3/29/2022 22:02,3/31/2022 6:39,3/30/2022 6:11
LECVN026488276204,CN25990,LECCNYW,3/31/2022 3:19,3/29/2022 22:43,3/31/2022 6:53,3/30/2022 6:52
LECVN024780745353,CN70636,LECCNYW,3/29/2022 7:18,3/29/2022 20:24,3/29/2022 12:23,3/30/2022 6:44
LECVN023853625934,CN03356,LECCNSZ,3/29/2022 20:31,3/29/2022 13:16,3/30/2022 0:34,3/30/2022 0:33
LECVN029121682783,CN48496,LECCNYW,3/29/2022 13:32,3/29/2022 5:35,3/29/2022 18:33,3/29/2022 12:36
LECVN023169288693,CN80546,LECCNYW,4/2/2022 9:04,4/1/2022 5:14,4/2/2022 12:09,4/1/2022 12:15
LECVN026659835174,CN94806,LECCNYW,4/1/2022 3:49,3/30/2022 16:30,4/1/2022 5:58,3/31/2022 0:31
LECVN024547443434,CN98923,LECCNYW,3/30/2022 9:31,3/29/2022 3:59,3/30/2022 12:38,3/29/2022 12:02
LECVN022094797223,CN27928,LECCNYW,3/27/2022 21:13,3/28/2022 23:28,3/28/2022 0:45,3/29/2022 6:36
LECVN028790315133,CN32990,LECCNYW,3/31/2022 1:36,3/29/2022 22:12,3/31/2022 6:38,3/30/2022 6:13
LECVN028666710043,CN08069,LECCNSZ,3/30/2022 10:10,3/29/2022 13:21,3/30/2022 12:12,3/30/2022 0:42
LECVN028187352393,CN20296,LECCNSZ,3/30/2022 15:06,3/29/2022 13:37,3/30/2022 18:12,3/30/2022 0:09
LECVN025321213774,CN95381,LECCNYW,3/28/2022 20:39,3/29/2022 5:46,3/29/2022 0:10,3/29/2022 12:54
LECVN027593638954,CN39822,LECCNYW,3/28/2022 21:04,3/29/2022 5:08,3/29/2022 0:05,3/29/2022 12:10
LECVN020808688834,CN32990,LECCNYW,3/28/2022 19:05,3/29/2022 19:19,3/29/2022 0:13,3/30/2022 6:24
LECVN020827898703,CN70636,LECCNYW,3/29/2022 19:00,3/30/2022 17:46,3/30/2022 0:05,3/31/2022 0:53
LECVN021131149483,CN41627,LECCNYW,4/1/2022 10:13,4/1/2022 5:31,4/1/2022 12:16,4/1/2022 12:37
LECVN026229367173,CN12633,LECCNSZ,3/31/2022 22:36,4/1/2022 5:34,4/1/2022 0:41,4/1/2022 16:11
LECVN029727722073,CN01710,LECCNSZ,3/31/2022 19:15,4/1/2022 6:12,4/1/2022 0:24,4/1/2022 16:50
LECVN028344731703,CN08069,LECCNSZ,3/28/2022 7:54,3/29/2022 13:25,3/28/2022 11:57,3/30/2022 0:04
LECVN027170288513,CN00328,LECCNSZ,3/30/2022 9:00,3/30/2022 20:08,3/30/2022 12:06,3/31/2022 6:41
LECVN021964666303,CN70636,LECCNYW,3/31/2022 10:30,3/29/2022 19:42,3/31/2022 12:39,3/30/2022 5:58
LECVN023909210104,CN73456,LECCNYW,4/1/2022 20:22,4/1/2022 5:31,4/2/2022 0:30,4/1/2022 12:35
LECVN020969174294,CN08069,LECCNSZ,3/31/2022 7:30,3/29/2022 12:34,3/31/2022 12:35,3/30/2022 0:42
LECVN028502763473,CN15519,LECCNSZ,3/28/2022 7:27,3/29/2022 14:09,3/28/2022 12:35,3/30/2022 0:46
LECVN022535499923,CN25990,LECCNYW,4/1/2022 3:47,4/1/2022 4:57,4/1/2022 6:53,4/1/2022 11:58
LECVN024287854044,CN80546,LECCNYW,3/28/2022 9:12,3/29/2022 4:18,3/28/2022 12:13,3/29/2022 12:27
LECVN021202349773,CN08069,LECCNSZ,3/29/2022 2:33,3/30/2022 19:44,3/29/2022 6:08,3/31/2022 6:18
LECVN022163577493,CN55243,LECCNYW,3/31/2022 9:01,4/1/2022 4:56,3/31/2022 12:34,4/1/2022 12:05
LECVN027552140893,CN03356,LECCNSZ,3/31/2022 21:40,3/29/2022 18:27,4/1/2022 0:48,3/30/2022 6:32
LECVN029262214813,CN25266,LECCNYW,3/27/2022 16:29,3/26/2022 21:49,3/27/2022 18:35,3/27/2022 5:55
LECVN020899847674,CN12633,LECCNSZ,3/30/2022 21:07,4/1/2022 5:50,3/31/2022 0:08,4/1/2022 16:29
LECVN027830750293,CN19661,LECCNSZ,4/1/2022 9:34,4/1/2022 13:09,4/1/2022 12:35,4/2/2022 0:31
LECVN021919271043,CN48496,LECCNYW,3/30/2022 7:16,3/29/2022 4:49,3/30/2022 12:21,3/29/2022 11:57
LECVN025261690563,CN54850,LECCNYW,3/29/2022 14:38,3/29/2022 18:48,3/29/2022 18:15,3/30/2022 6:51
LECVN025338702713,CN08863,LECCNSZ,3/31/2022 4:30,3/29/2022 13:35,3/31/2022 6:35,3/30/2022 0:51
LECVN022583146423,CN25990,LECCNYW,4/1/2022 8:14,4/1/2022 4:54,4/1/2022 12:17,4/1/2022 12:01
LECVN024257787994,CN03356,LECCNSZ,3/30/2022 1:03,3/29/2022 13:05,3/30/2022 6:08,3/30/2022 0:25
LECVN027610558353,CN48496,LECCNYW,3/29/2022 10:32,3/29/2022 20:28,3/29/2022 12:41,3/30/2022 6:48
LECVN020536418113,CN39062,LECCNYW,3/28/2022 15:12,3/29/2022 4:12,3/28/2022 18:48,3/29/2022 12:14
LECVN022436118704,CN80546,LECCNYW,4/1/2022 8:42,4/1/2022 5:24,4/1/2022 12:15,4/1/2022 12:33
LECVN020214622554,CN96121,LECCNYW,3/28/2022 8:57,3/29/2022 4:02,3/28/2022 12:30,3/29/2022 12:09
LECVN028641429343,CN48496,LECCNYW,3/30/2022 8:49,3/29/2022 4:29,3/30/2022 12:27,3/29/2022 12:32
LECVN027257781743,CN19661,LECCNSZ,3/30/2022 22:29,3/31/2022 18:16,3/31/2022 0:32,4/1/2022 6:24
LECVN029489946754,CN23003,LECCNSZ,4/1/2022 9:57,3/31/2022 20:10,4/1/2022 12:05,4/1/2022 6:48
LECVN025326148954,CN91856,LECCNYW,3/31/2022 8:46,3/29/2022 18:45,3/31/2022 12:24,3/30/2022 6:46
LECVN023728557773,CN55243,LECCNYW,3/31/2022 20:02,4/1/2022 5:34,4/1/2022 0:10,4/1/2022 12:43
LECVN024272471553,CN94105,LECCNYW,3/30/2022 10:46,3/29/2022 18:36,3/30/2022 12:47,3/30/2022 6:45
LECVN020117354984,CN23003,LECCNSZ,3/27/2022 16:36,3/28/2022 19:29,3/27/2022 18:45,3/29/2022 6:52
LECVN026616678383,CN85292,LECCNYW,3/27/2022 20:32,3/28/2022 22:10,3/28/2022 0:06,3/29/2022 6:18
LECVN025115904273,CN20296,LECCNSZ,3/31/2022 2:19,3/31/2022 18:09,3/31/2022 5:58,4/1/2022 6:14
LECVN020631050573,CN94806,LECCNYW,3/31/2022 21:18,3/30/2022 17:48,4/1/2022 0:49,3/31/2022 0:52
LECVN026017683653,CN15519,LECCNSZ,3/30/2022 4:09,3/29/2022 12:41,3/30/2022 6:14,3/30/2022 0:00
LECVN028953536634,CN82535,LECCNYW,3/30/2022 2:51,3/29/2022 19:17,3/30/2022 5:54,3/30/2022 6:24
LECVN020769237953,CN19661,LECCNSZ,3/30/2022 8:56,4/1/2022 5:30,3/30/2022 12:31,4/1/2022 16:03
LECVN028732887073,CN70636,LECCNYW,3/29/2022 4:13,3/29/2022 4:19,3/29/2022 6:17,3/29/2022 12:25
LECVN020780775403,CN25990,LECCNYW,3/29/2022 3:53,3/29/2022 4:19,3/29/2022 6:00,3/29/2022 12:24
LECVN026456795144,CN93476,LECCNYW,4/1/2022 1:31,4/1/2022 5:36,4/1/2022 6:37,4/1/2022 12:44
LECVN028974251464,CN70636,LECCNYW,3/29/2022 20:42,3/29/2022 4:20,3/30/2022 0:20,3/29/2022 12:29
LECVN024639234493,CN00328,LECCNSZ,4/1/2022 4:47,4/1/2022 11:48,4/1/2022 6:56,4/1/2022 23:55
LECVN024572730143,CN41627,LECCNYW,3/28/2022 4:15,3/29/2022 23:31,3/28/2022 6:24,3/30/2022 6:35
LECVN028123085703,CN05856,LECCNSZ,3/29/2022 3:07,3/28/2022 19:51,3/29/2022 6:43,3/29/2022 6:30
LECVN021631879754,CN96121,LECCNYW,3/31/2022 6:59,3/29/2022 5:16,3/31/2022 12:07,3/29/2022 12:22
LECVN028214398363,CN32990,LECCNYW,3/31/2022 9:04,3/29/2022 20:06,3/31/2022 12:08,3/30/2022 6:25
LECVN025890683213,CN48496,LECCNYW,3/29/2022 21:49,3/29/2022 4:16,3/29/2022 23:55,3/29/2022 12:17
LECVN023262449423,CN32990,LECCNYW,3/30/2022 14:44,3/29/2022 18:58,3/30/2022 18:49,3/30/2022 6:05
LECVN020538478434,CN01970,LECCNSZ,3/29/2022 9:34,3/30/2022 19:59,3/29/2022 12:38,3/31/2022 6:38
LECVN027094435114,CN52975,LECCNYW,3/29/2022 4:40,3/29/2022 19:03,3/29/2022 6:48,3/30/2022 6:11
LECVN028063415484,CN99813,LECCNYW,3/29/2022 20:48,3/29/2022 5:31,3/29/2022 23:56,3/29/2022 12:34
LECVN026006473293,CN96121,LECCNYW,4/1/2022 2:08,4/1/2022 5:14,4/1/2022 6:09,4/1/2022 12:16
LECVN022916116414,CN34621,LECCNYW,4/1/2022 21:12,4/1/2022 5:33,4/2/2022 0:43,4/1/2022 12:40
LECVN021355561194,CN32990,LECCNYW,3/30/2022 22:24,4/1/2022 5:24,3/31/2022 0:32,4/1/2022 12:26
LECVN020810674663,CN25990,LECCNYW,3/30/2022 14:36,3/29/2022 20:19,3/30/2022 18:07,3/30/2022 6:43
LECVN023706191293,CN48496,LECCNYW,3/30/2022 7:58,3/29/2022 18:42,3/30/2022 12:04,3/30/2022 6:47
LECVN026502905044,CN08863,LECCNSZ,3/27/2022 20:23,3/28/2022 19:21,3/27/2022 23:59,3/29/2022 6:43
LECVN029937289893,CN32206,LECCNYW,4/1/2022 16:21,3/29/2022 22:18,4/1/2022 18:30,3/30/2022 6:22
LECVN020628974113,CN01970,LECCNSZ,3/29/2022 8:48,3/28/2022 19:15,3/29/2022 12:19,3/29/2022 6:38
LECVN026973275814,CN88991,LECCNYW,4/1/2022 21:20,3/29/2022 22:41,4/2/2022 0:24,3/30/2022 6:48
LECVN028048967543,CN41627,LECCNYW,4/1/2022 19:04,3/31/2022 22:48,4/2/2022 0:12,4/1/2022 5:57
LECVN023970090154,CN08969,LECCNSZ,3/29/2022 20:23,4/1/2022 6:12,3/29/2022 23:55,4/1/2022 16:45
LECVN029324473073,CN54850,LECCNYW,4/1/2022 16:40,3/29/2022 22:41,4/1/2022 18:42,3/30/2022 6:49
LECVN028246267943,CN39062,LECCNYW,3/30/2022 9:19,3/29/2022 18:52,3/30/2022 12:20,3/30/2022 6:55
LECVN021667473654,CN48496,LECCNYW,3/30/2022 10:07,3/30/2022 16:53,3/30/2022 12:16,3/30/2022 23:59
LECVN020503796933,CN20296,LECCNSZ,3/28/2022 20:47,3/30/2022 19:17,3/29/2022 0:22,3/31/2022 5:55
LECVN020092746563,CN73456,LECCNYW,3/30/2022 22:39,3/29/2022 4:46,3/31/2022 0:48,3/29/2022 12:51
LECVN029606545233,CN48496,LECCNYW,3/30/2022 14:07,4/1/2022 22:31,3/30/2022 18:12,4/2/2022 6:35
LECVN020356469333,CN48496,LECCNYW,3/31/2022 15:52,3/29/2022 18:50,3/31/2022 17:56,3/30/2022 6:57
LECVN027487905253,CN32990,LECCNYW,3/29/2022 3:23,3/26/2022 22:02,3/29/2022 6:32,3/27/2022 6:11
LECVN027212492144,CN11320,LECCNSZ,3/30/2022 15:43,3/30/2022 18:47,3/30/2022 18:48,3/31/2022 6:48
LECVN027865065414,CN00328,LECCNSZ,3/29/2022 21:02,4/1/2022 6:16,3/30/2022 0:07,4/1/2022 16:52
LECVN024436146724,CN08863,LECCNSZ,4/2/2022 13:11,4/1/2022 12:57,4/2/2022 18:17,4/2/2022 0:19
LECVN023502938074,CN48496,LECCNYW,3/28/2022 20:37,3/29/2022 4:30,3/29/2022 0:14,3/29/2022 12:39
LECVN027334247793,CN48496,LECCNYW,3/28/2022 19:40,3/29/2022 5:00,3/29/2022 0:47,3/29/2022 12:02
LECVN029052200203,CN48496,LECCNYW,3/31/2022 22:26,3/29/2022 19:31,4/1/2022 0:33,3/30/2022 5:54
LECVN020075567873,CN00328,LECCNSZ,3/30/2022 21:02,3/30/2022 18:40,3/31/2022 0:09,3/31/2022 6:47
LECVN021643012683,CN55243,LECCNYW,4/1/2022 2:27,4/1/2022 4:52,4/1/2022 6:05,4/1/2022 11:57
LECVN020998695273,CN48496,LECCNYW,3/30/2022 14:00,4/1/2022 22:36,3/30/2022 18:08,4/2/2022 6:38
LECVN027520151113,CN32990,LECCNYW,3/29/2022 21:26,3/29/2022 5:09,3/30/2022 0:35,3/29/2022 12:16
LECVN021172405784,CN01970,LECCNSZ,3/28/2022 7:24,3/29/2022 13:26,3/28/2022 12:32,3/30/2022 0:48
LECVN020797242313,CN32990,LECCNYW,4/2/2022 2:07,4/1/2022 5:50,4/2/2022 6:09,4/1/2022 12:54
LECVN026295496703,CN91249,LECCNYW,3/28/2022 2:19,3/26/2022 22:07,3/28/2022 6:25,3/27/2022 6:15
LECVN028690680263,CN48496,LECCNYW,3/30/2022 3:12,3/29/2022 19:38,3/30/2022 6:50,3/30/2022 6:02
LECVN021399143743,CN23003,LECCNSZ,3/31/2022 9:46,4/1/2022 13:18,3/31/2022 12:48,4/2/2022 0:36
LECVN021419180323,CN85292,LECCNYW,3/29/2022 2:51,3/29/2022 4:53,3/29/2022 5:54,3/29/2022 12:01
LECVN022727084043,CN25990,LECCNYW,3/29/2022 13:47,3/29/2022 5:26,3/29/2022 18:51,3/29/2022 12:27
LECVN020967679663,CN27928,LECCNYW,3/30/2022 13:22,3/29/2022 4:47,3/30/2022 18:24,3/29/2022 12:52
LECVN028907469183,CN32990,LECCNYW,3/27/2022 22:43,3/26/2022 22:57,3/28/2022 0:45,3/27/2022 6:06
LECVN024760831244,CN88991,LECCNYW,3/30/2022 15:02,3/29/2022 19:06,3/30/2022 18:33,3/30/2022 6:09
LECVN020303067633,CN25266,LECCNYW,3/30/2022 14:34,3/29/2022 3:59,3/30/2022 18:41,3/29/2022 12:04
LECVN026027897223,CN93476,LECCNYW,3/28/2022 14:15,3/29/2022 20:22,3/28/2022 18:18,3/30/2022 6:40
LECVN026524540314,CN39062,LECCNYW,3/31/2022 19:37,3/30/2022 15:49,4/1/2022 0:40,3/30/2022 23:58
LECVN023696423664,CN48496,LECCNYW,3/28/2022 1:31,3/28/2022 23:34,3/28/2022 6:37,3/29/2022 6:36
LECVN025918534493,CN94105,LECCNYW,3/29/2022 21:07,3/30/2022 17:33,3/30/2022 0:10,3/31/2022 0:35
LECVN024716280133,CN48496,LECCNYW,3/27/2022 20:32,3/29/2022 4:47,3/28/2022 0:35,3/29/2022 12:50
LECVN026093981423,CN80546,LECCNYW,3/31/2022 1:30,3/29/2022 22:10,3/31/2022 6:38,3/30/2022 6:19
LECVN026477408883,CN34621,LECCNYW,3/28/2022 13:18,3/29/2022 19:17,3/28/2022 18:21,3/30/2022 6:18
LECVN024143388933,CN48496,LECCNYW,3/30/2022 3:15,3/29/2022 19:25,3/30/2022 6:52,3/30/2022 6:26
LECVN023532634703,CN91236,LECCNYW,4/1/2022 8:31,4/1/2022 5:12,4/1/2022 12:38,4/1/2022 12:21
LECVN022296443613,CN03356,LECCNSZ,3/30/2022 2:30,3/31/2022 20:44,3/30/2022 6:04,4/1/2022 6:53
LECVN027504316394,CN23003,LECCNSZ,3/29/2022 22:29,3/29/2022 12:55,3/30/2022 0:30,3/30/2022 0:15
LECVN020177435104,CN05856,LECCNSZ,3/30/2022 2:19,3/29/2022 13:51,3/30/2022 6:22,3/30/2022 0:30
LECVN029510324933,CN03356,LECCNSZ,3/31/2022 15:16,4/1/2022 12:56,3/31/2022 18:17,4/2/2022 0:17
LECVN026389361183,CN56912,LECCNYW,3/31/2022 9:40,3/30/2022 17:42,3/31/2022 12:48,3/31/2022 0:48
LECVN027851063633,CN32990,LECCNYW,3/30/2022 7:11,3/29/2022 19:53,3/30/2022 12:12,3/30/2022 6:10
LECVN022338042814,CN80546,LECCNYW,3/31/2022 21:55,3/29/2022 18:32,4/1/2022 0:00,3/30/2022 6:40
LECVN025509220473,CN08069,LECCNSZ,3/28/2022 13:58,3/30/2022 18:50,3/28/2022 18:07,3/31/2022 6:54
LECVN020922364323,CN91287,LECCNYW,3/30/2022 19:33,3/30/2022 16:11,3/31/2022 0:39,3/31/2022 0:13
LECVN025406007443,CN39062,LECCNYW,3/30/2022 15:20,3/29/2022 4:33,3/30/2022 18:28,3/29/2022 12:41
LECVN024600899093,CN32990,LECCNYW,4/2/2022 10:20,4/1/2022 5:39,4/2/2022 12:23,4/1/2022 12:48
LECVN025834428604,CN09482,LECCNSZ,3/30/2022 8:31,3/31/2022 20:39,3/30/2022 12:08,4/1/2022 5:57
LECVN023092861083,CN34679,LECCNYW,4/1/2022 8:08,4/1/2022 5:09,4/1/2022 12:17,4/1/2022 12:12
LECVN029218665273,CN73456,LECCNYW,3/29/2022 13:59,3/29/2022 19:23,3/29/2022 18:01,3/30/2022 6:31
LECVN026666894793,CN08069,LECCNSZ,3/28/2022 10:19,3/29/2022 13:01,3/28/2022 12:22,3/30/2022 0:19
LECVN023903827703,CN96121,LECCNYW,3/27/2022 16:38,3/26/2022 23:37,3/27/2022 18:40,3/27/2022 6:46
LECVN026835120263,CN93476,LECCNYW,3/31/2022 15:53,3/29/2022 4:59,3/31/2022 17:59,3/29/2022 12:03
LECVN022949166623,CN14209,LECCNSZ,3/30/2022 7:14,3/29/2022 19:53,3/30/2022 12:22,3/30/2022 6:27
LECVN027129725223,CN14209,LECCNSZ,3/31/2022 14:53,4/1/2022 13:31,3/31/2022 18:28,4/2/2022 0:47
LECVN020626725063,CN08069,LECCNSZ,3/30/2022 18:51,3/29/2022 13:30,3/30/2022 23:57,3/30/2022 0:51
LECVN028487565283,CN14209,LECCNSZ,4/1/2022 1:55,4/1/2022 13:12,4/1/2022 6:00,4/2/2022 0:34
LECVN026882150523,CN32990,LECCNYW,3/30/2022 7:18,3/29/2022 20:00,3/30/2022 12:22,3/30/2022 6:17
LECVN024379627843,CN15519,LECCNSZ,3/31/2022 15:09,4/1/2022 11:49,3/31/2022 18:47,4/1/2022 23:56
LECVN029634980303,CN88991,LECCNYW,3/30/2022 9:08,3/30/2022 16:30,3/30/2022 12:42,3/31/2022 0:31
LECVN029940462463,CN96121,LECCNYW,3/29/2022 18:48,3/29/2022 19:23,3/29/2022 23:54,3/30/2022 6:26
LECVN028682018434,CN32990,LECCNYW,3/30/2022 13:04,3/29/2022 4:38,3/30/2022 18:11,3/29/2022 12:40
LECVN026590308243,CN08863,LECCNSZ,3/29/2022 9:55,3/29/2022 12:54,3/29/2022 12:02,3/30/2022 0:13
LECVN023593197173,CN98923,LECCNYW,3/31/2022 9:04,3/30/2022 16:55,3/31/2022 12:13,3/30/2022 23:57
LECVN020582578353,CN91287,LECCNYW,3/31/2022 16:51,3/29/2022 19:32,3/31/2022 18:54,3/30/2022 5:53
LECVN021463722524,CN08069,LECCNSZ,3/28/2022 14:43,3/30/2022 19:39,3/28/2022 18:14,3/31/2022 6:13
LECVN029611083843,CN93476,LECCNYW,3/28/2022 21:37,3/29/2022 5:42,3/29/2022 0:42,3/29/2022 12:45
LECVN029363613053,CN39062,LECCNYW,3/30/2022 22:18,3/29/2022 19:47,3/31/2022 0:19,3/30/2022 6:07
LECVN026714042404,CN34679,LECCNYW,3/29/2022 10:22,3/29/2022 19:12,3/29/2022 12:31,3/30/2022 6:19
LECVN026671387743,CN93476,LECCNYW,3/29/2022 20:45,3/30/2022 17:41,3/30/2022 0:48,3/31/2022 0:42
LECVN022835586233,CN41627,LECCNYW,4/2/2022 3:03,4/1/2022 5:31,4/2/2022 6:11,4/1/2022 12:40
LECVN021431548464,CN01710,LECCNSZ,3/30/2022 13:43,3/30/2022 19:39,3/30/2022 18:45,3/31/2022 6:10
LECVN029907637673,CN32990,LECCNYW,3/30/2022 8:17,3/29/2022 5:34,3/30/2022 12:21,3/29/2022 12:37
LECVN021492890973,CN08863,LECCNSZ,3/31/2022 9:56,3/29/2022 13:46,3/31/2022 11:59,3/30/2022 0:17
LECVN029489068253,CN48496,LECCNYW,4/1/2022 22:11,4/1/2022 5:46,4/2/2022 0:16,4/1/2022 12:53
LECVN021150108293,CN15519,LECCNSZ,3/29/2022 10:13,3/28/2022 20:06,3/29/2022 12:19,3/29/2022 6:39
LECVN026924085664,CN01970,LECCNSZ,3/30/2022 10:39,4/1/2022 5:25,3/30/2022 12:40,4/1/2022 15:58
LECVN022106325583,CN91249,LECCNYW,3/29/2022 3:03,3/29/2022 4:21,3/29/2022 6:10,3/29/2022 12:25
LECVN021780602403,CN08969,LECCNSZ,3/29/2022 20:01,4/1/2022 5:30,3/30/2022 0:09,4/1/2022 16:06
LECVN027733162323,CN32990,LECCNYW,3/27/2022 15:07,3/28/2022 22:13,3/27/2022 18:16,3/29/2022 6:21
LECVN026242620114,CN41627,LECCNYW,3/27/2022 22:32,3/26/2022 23:35,3/28/2022 0:38,3/27/2022 6:36
LECVN029134657893,CN70636,LECCNYW,3/28/2022 8:59,3/29/2022 5:03,3/28/2022 12:07,3/29/2022 12:07
LECVN023452273283,CN88991,LECCNYW,3/30/2022 1:09,3/29/2022 20:26,3/30/2022 6:15,3/30/2022 6:48
LECVN029384774373,CN70636,LECCNYW,3/31/2022 8:50,3/29/2022 18:44,3/31/2022 11:55,3/30/2022 6:48
LECVN022445233223,CN15519,LECCNSZ,3/31/2022 16:36,3/29/2022 13:33,3/31/2022 18:43,3/30/2022 0:52
LECVN028627928563,CN98042,LECCNYW,3/29/2022 21:24,3/30/2022 16:02,3/30/2022 0:27,3/31/2022 0:06
LECVN023129010003,CN39062,LECCNYW,3/29/2022 2:51,3/29/2022 20:25,3/29/2022 6:28,3/30/2022 6:43
LECVN026960573403,CN48496,LECCNYW,3/30/2022 7:34,3/29/2022 5:38,3/30/2022 12:39,3/29/2022 12:44
LECVN029108147443,CN01710,LECCNSZ,3/28/2022 20:15,3/29/2022 13:27,3/29/2022 0:18,3/30/2022 0:49
LECVN029182963703,CN39062,LECCNYW,4/1/2022 10:15,4/1/2022 5:15,4/1/2022 12:24,4/1/2022 12:20
LECVN027725814863,CN91236,LECCNYW,4/1/2022 9:55,4/1/2022 5:00,4/1/2022 11:59,4/1/2022 12:02
LECVN028341226803,CN93476,LECCNYW,4/1/2022 15:09,4/1/2022 22:01,4/1/2022 18:47,4/2/2022 6:08
LECVN023470367033,CN48496,LECCNYW,3/29/2022 14:11,3/28/2022 22:16,3/29/2022 18:20,3/29/2022 6:19
LECVN023127652033,CN39822,LECCNYW,3/31/2022 21:46,3/29/2022 4:26,4/1/2022 0:50,3/29/2022 12:32
LECVN024752290983,CN15519,LECCNSZ,3/27/2022 22:07,3/28/2022 19:29,3/28/2022 0:13,3/29/2022 6:49
LECVN029750017763,CN39822,LECCNYW,3/30/2022 13:56,3/29/2022 4:46,3/30/2022 18:03,3/29/2022 12:52
LECVN020223184283,CN32990,LECCNYW,3/29/2022 19:43,3/30/2022 17:23,3/30/2022 0:50,3/31/2022 0:28
LECVN029577321603,CN98923,LECCNYW,4/2/2022 9:09,4/1/2022 5:08,4/2/2022 12:47,4/1/2022 12:09
LECVN020408303364,CN14209,LECCNSZ,3/30/2022 8:33,3/29/2022 13:33,3/30/2022 12:37,3/30/2022 0:49
LECVN027924339943,CN96121,LECCNYW,3/29/2022 20:01,3/28/2022 23:31,3/30/2022 0:03,3/29/2022 6:40
LECVN024789046103,CN14209,LECCNSZ,3/31/2022 20:23,3/30/2022 19:02,4/1/2022 0:01,3/31/2022 6:23
LECVN022450604654,CN41627,LECCNYW,3/30/2022 12:59,3/29/2022 5:07,3/30/2022 18:03,3/29/2022 12:15
LECVN025864878523,CN15519,LECCNSZ,3/28/2022 20:54,3/30/2022 19:58,3/29/2022 0:28,3/31/2022 6:34
LECVN020530500223,CN25990,LECCNYW,3/31/2022 8:49,3/30/2022 17:06,3/31/2022 11:56,3/31/2022 0:13
LECVN020638390563,CN25990,LECCNYW,3/29/2022 9:49,3/29/2022 5:17,3/29/2022 12:51,3/29/2022 12:23
LECVN025561951293,CN08069,LECCNSZ,3/31/2022 7:28,3/31/2022 18:35,3/31/2022 12:32,4/1/2022 6:41
LECVN020526110033,CN01970,LECCNSZ,3/31/2022 0:57,3/31/2022 18:31,3/31/2022 6:06,4/1/2022 6:37
LECVN020680705303,CN95381,LECCNYW,3/28/2022 19:00,3/29/2022 19:17,3/29/2022 0:05,3/30/2022 6:26
